theRadBrad,Had a blast playing Ghost of Tsushima. Can&#39;t believe it&#39;s been a year already. Clear GOTY winner imho.
theRadBrad,"I feel as though you could might as well finish the rest of the &quot;main&quot; side stories (aka numbered missions) as the Dlc is leading up. To some of us the Tales of Masako, Ishikawa and Norio was just as good as the main story. And it gives you time to brush up on the combat and prepare for the iki dlc."
theRadBrad,"What a game, it&#39;s been 1 year old, I still remember when brad reacted at mongol soldier&#39;s ridiculous scream LoL"
theRadBrad,On my second play through new game+ it’s definitely worth it due to it being such a king story with a lot of missions and fights I hardly even temper the beginning stages lol love GOT 👌🏾🔥
theRadBrad,I just finished watching your whole ghost of Tsushima series in one week. I want more!!! 😭
theRadBrad,I had bought this game on accident and I’m glad I decided to just keep it because it ended up being one of my favorite games ever
theRadBrad,"1 yr damn time flies, I watched brad&#39;s walkthroughs of this game. Wonderful game and wonderful walkthroughs Brad."
theRadBrad,One of the best games I ever played. Beautiful graphics and storyline 🌊🔥
theRadBrad,Man... I forgot how good and aesthetically beautiful this game is.
theRadBrad,Damn can’t believe it’s already a year.
theRadBrad,Crazy how its already been a year since this cinematic masterpiece dropped by far best purchase i ever made on a game
theRadBrad,"Im excited for anything that you play! Ive been watching your gameplays for 10 years, i think youre the king of gameplays!"
theRadBrad,"My new favorite game ever,it&#39;s just to fun. I did all the side quests before I finished the game. I love everything about it. 👍🏽"
theRadBrad,I’m really looking forward to be playing the directors cut. The PS5 version is gonna look so insane with its fidelity feature. GOT is an absolute gorgeous game
theRadBrad,This is legit my favourite game of all time
theRadBrad,I just got done rewatching the original series you played last year. One of my favorite walkthroughs.
theRadBrad,This is so special to me cuz I just finished his original playthrough yesterday and I got the platinum last week !!! ❤️❤️👏👏
theRadBrad,Greatest game of all time. I’ve already bought the DLC
theRadBrad,"Tip: Water stance is good against every class except spearmen, for spearmen, you should use the wind stance"
theRadBrad,Always love these throwbacks 🔥
theRadBrad,I didn&#39;t realize just how much I miss this game. Give our love to the fam bro... :D
theRadBrad,Not sure if I’ll have a 3rd video up today for cyberpunk. Been spending time with my daughter today. Appreciate the support on this series so far fam!
theRadBrad,imagine spending an entire day with this V guy creating a plan on how to attack a base and agreeing on different ways to do it quietly and getting to know each others. But then when you put the plan into action this V guy just runs into the front gate and starts gunning everyone without even attempting to follow any of the plans.. and then says &quot;yeah plan didnt work out too well&quot;<br><br>Brad is golden
theRadBrad,I laughed so hard when Johnny yeeted himself off the side
theRadBrad,"<a href=""https://www.youtube.com/watch?v=IOgI5-0ggDw&amp;t=8m28s"">8:28</a> The cat&#39;s immediate response to Johnny&#39;s falling shows that it is no ordinary cat."
theRadBrad,Stealth:*exists*<br>Brad: this never existed for me
theRadBrad,Here comes brad making everyone&#39;s day better. Thanks brad!
theRadBrad,Can we all appreciate Brad going ham sandwich hold the mayo on this series while juggling personal life and raising a daughter? You&#39;re a rockstar Brad!
theRadBrad,&quot;If they see me. It&#39;s not like it matters&quot; Why do you think stealth exists?!!
theRadBrad,Such a mind spirited conversation between V and Takemura. Really liked this conversation between the two characters. Good characteristic values. Of the many conversations in the game this one has got to be one of the better ones. If only this game wasn&#39;t delivered to us unfinished. It would&#39;ve been easily one of the greatest games out there. Also CD Projekt must change the view when V sleeps it looks weird on how it&#39;s viewed as if V sleeps sideways with both fit out of the bed.
theRadBrad,"Yoo, the shootouts and quickhacking in this game is soo good. Keep it up, Brad!"
theRadBrad,I swear Brad’s character gets hit by a car almost every of his play-through’s 😂 I love his reactions lol
theRadBrad,I&#39;m loving your consistency and dedication to this game despite its bugs and issues. &lt;3 Much love
theRadBrad,I am loving this game despite the bugs. Its so addicting!!!
theRadBrad,Literally this is game is so good that you can watch it like a movie and it never gets boring
theRadBrad,Still here thanks for keeping it coming I&#39;m  really loving every minute of it would love to see you complete the game side missions and all
theRadBrad,I don&#39;t know if you know this already but you can do side missions after the main story but it&#39;s really worth doing them during the main story
theRadBrad,Stealth: exists<br><br>Brad: so i start blasting everything that came through the door...
theRadBrad,So did a little searching about &#39;overheating&#39; from the mission on with Panam at the cave etc. It is when a net runner is trying to hack into you. In other words &#39;short circuit&#39; you. You should invest 1 of the perks into &quot;reveal enemy net runner location&quot; in hacking so you can end the burning from the beginning if you want. Or pretty much increase you body perk?            - Someone correct me if I&#39;m wrong -
theRadBrad,Love this series!
theRadBrad,"Happy holidays to you and your family and many blessings as well. I&#39;m still a big fan of all your gameplay, I&#39;m just watching on my tv now instead of my phone. I&#39;m like a lot of your viewers, l look forward to watching your gameplays because I love the laughter you bring me. Thank you."
theRadBrad,"The agony of waiting for Cyberpunk 2077 videos, keep up the good work."
theRadBrad,"I suck at gaming, but your videos have been soooo much fun to watch!  I&#39;ve been binge watching some of the different playlist like netflix! hahaha Keep em coming 🙌🏾🙌🏾😂🔥🔥🔥"
theRadBrad,"I&#39;ve been addicted to watching this! I&#39;ve watched all of them, and watched AC: Valhalla waiting for this part."
theRadBrad,"I am playing this game every day at the moment, it is pretty decent and I love it, not gonna lie, but I still look forward to your gameplay videos with eager anticipation, great work as always ;)"
theRadBrad,"thanks Brad for the uploads...you  and a couple of other creators...are making this is experience good, despite the company dupping a lot people on the last gen consoles..."
theRadBrad,When Jonny rolled off the ledge the cat stood up and followed lol
theRadBrad,The music is so intense in this game and so good. It’s a shame you can’t have it on. The gameplay becomes so fun with it. You should play it on your own with the music Brad
