theRadBrad,"&quot;I need a sports drink, fast&quot;
You walked over 3 so far.",2013-04-15T17:39:00Z
theRadBrad,Can&#39;t wait for part 10! :) Most entertaining recent gaming videos on youtube!,2013-03-22T20:47:01Z
theRadBrad,I find you really entertaining and hilarious! More please!,2013-03-22T21:46:28Z
theRadBrad,"<a href=""https://www.youtube.com/watch?v=pWZY7PwMaW0&amp;t=13m50s"">13:50</a>. Relaxing and therapeutic. I wholeheartedly agree. I could just play this game over and over. Must be the music and the overall tone. <br><br>I read somewhere that Robert Kirkman tried to disassociate himself from the game because of lousy reviews. I still enjoy it. I try to make up crazy challenges like use nothing but the knife. However, the end is pretty much impossible without a gun.",2017-12-02T17:41:02Z
theRadBrad,"The open courtyard area at <a href=""http://www.youtube.com/watch?v=pWZY7PwMaW0&amp;t=12m50s"">12:50</a> to me was an obvious ambush waiting to happen with all those open gates next to doors, my first time I closed every gate before I did anything that way you only have to deal with a few walkers instead of 10 or so.",2016-04-23T22:56:51Z
theRadBrad,"Brad&#39;s gasps about anything wether its a new weapon, getting swarmed by zombies or a jump scare, the gasp Ali&#39;s always epic",2013-03-23T04:24:12Z
theRadBrad,"<a href=""http://www.youtube.com/watch?v=pWZY7PwMaW0&amp;t=8m30s"">8:30</a> - RAWR!!!! lol really great job on the sound effects",2014-10-29T00:32:09Z
theRadBrad,Love this series wish the game was longer,2013-03-22T20:05:13Z
theRadBrad,"Brad, after watching your play through videos, your videos DO help me to determine what game to buy in a downed economy. Thanks!",2013-04-13T15:42:01Z
theRadBrad,"I really dig your videos man. Just the right amount of commentary, not too much, nor to little. Just Subscribed. Keep up the good work. Also i dont see why this game has such a poor review from websites. Game looks great.",2013-03-26T00:59:12Z
theRadBrad,"You&#39;re awesome Brad, keep up the good work",2013-03-22T20:30:05Z
theRadBrad,This is actually helping me get through the game,2018-07-11T06:45:59Z
theRadBrad,I was waiting for brad to say STOP HAMMER TIME!,2016-06-08T01:53:58Z
theRadBrad,Liking this new series Brad.. Keep it up! :D,2013-03-22T20:28:16Z
theRadBrad,i love this and i love how you can reload fast as hell with the crossbow,2013-03-22T20:45:57Z
theRadBrad,"Brad, take a look at the group scavenge risk for you survivors, that sort of decides whether the survivors come back or not",2013-03-23T06:55:49Z
theRadBrad,Loving this the Crossbow is beast! I want a Crossbow irl I have a regular Recurve Bow and I think my Dad has a Compund Bow but damn that Crossy has so much more benfits,2013-03-22T21:06:26Z
theRadBrad,"Dear RadBrad,  I skipped ahead to #10, this is the first installment I have seen.  Your commentary is brilliantly funny.  Cheers! ",2014-12-19T22:06:23Z
theRadBrad,i am a really big fan of the walking dead  my favorite chatarcters are daryl michonne and tdog and dale even tho they died but i still watch it love the walking dead,2015-01-01T00:54:54Z
theRadBrad,Please give us more The Walking Dead Survival Instinct videos! Thanks Brad. :),2013-03-22T21:19:50Z
theRadBrad,I hope you get all the appreciation for all the hard  work u do,2013-03-22T20:05:16Z
theRadBrad,"Good stuff brad! Hah it&#39;s funny how with guns, well aiming really wasn&#39;t your strengths but now with the crossbow it&#39;s like wtf Rambo over there xD keep it up!!",2013-03-23T08:46:52Z
theRadBrad,"I follow three guys on youtube and watch their playthroughs religiously, and you&#39;re on that list Brad :) Many thanks for the videos.",2013-03-22T23:09:47Z
theRadBrad,I love watching you play some of the games!! I&#39;ll buy &amp; play it myself^o^,2016-06-22T04:55:59Z
theRadBrad,"<a href=""http://www.youtube.com/watch?v=pWZY7PwMaW0&amp;t=5m43s"">5:43</a> The walker won&#39;t wake ! <br>WHAT SHOULD I DO ?",2014-03-27T09:54:50Z
theRadBrad,Love this walkthrough,2013-03-22T20:03:35Z
theRadBrad,I just love the rad brads walkthroughs,2013-03-25T01:49:23Z
theRadBrad,Hey Brad. How do you like this game? I saw a review that said it was horrible but I don&#39;t think it&#39;s that bad. I&#39;d like to hear your review of it so far.,2013-03-22T23:33:09Z
theRadBrad,Won&#39;t buy the game but loving the series... I just want to know the storyline.  Keep up the good work man,2013-03-22T22:30:13Z
theRadBrad,You have the best walkthroughs Brad. Coming all the way from The Bahamas keep it up!!,2013-03-23T00:21:26Z
theRadBrad,I have this game too!!,2014-02-03T20:20:40Z
theRadBrad,"im watching your videos to decide if i want to buy the game and so far i love it! just addicted to watching them, keep the videos coming please!? ",2013-04-22T01:00:36Z
theRadBrad,Brad I&#39;m lovin the videos! keep em&#39; coming!,2013-03-23T08:14:28Z
theRadBrad,"so far your doing a great job in this game keep doing what your doing!!!!!!!:)
",2013-07-27T21:41:28Z
theRadBrad,"Brad your videos are amazing, you help me pick games to buy.",2013-03-22T20:26:35Z
theRadBrad,"Haha! I love when you gasp. It&#39;s so funny!  Also, when you talk to the zombies. You&#39;re quite a character.Your intonation is entertaining, like when you exclaim, &quot;Get back, get back!&quot;",2013-05-12T06:44:03Z
theRadBrad,i have the game im trapped in the hospital where rick was in the first episode of the walking dead,2016-03-08T11:43:10Z
theRadBrad,I love watching you use the crossbow it seems slot more efficient,2013-03-22T22:01:53Z
theRadBrad,"Brad finally figured out that looting bodies gives you useful stuff!<br><br>Here&#39;s hoping he manages to figure out Dead Eye too! I know it&#39;s a tall order but, here&#39;s hoping indeed",2018-10-31T14:39:05Z
theRadBrad,"I like how after all of these many years, you still have the same profile picture and channel banner, which is what I love about you.<br>You don&#39;t change for the worse with a bunch of fancy effects and all that like many other YouTubers do, love your videos, Brad.<br>Keep being awesome.",2018-10-31T15:51:00Z
theRadBrad,"I am living for these, I’ve binged watched them and I’m sad that there’s not more. Please, PLEASE, upload more. ❤️❤️❤️❤️❤️",2018-10-31T15:15:51Z
theRadBrad,"Awesome, keep them up I&#39;m enjoying them. One thing I&#39;ll also say is that you need to put auto aim on, relying on deadeye alone is not as fun, deadeye can be used when you&#39;re taking out multiple targets in style. Idk if anyone has mentioned it yet but press R1 on multiple enemies during deadeye and the full advantage of it will be taken",2018-10-31T12:32:21Z
theRadBrad,I was waiting for this! Keep up the good work Brad!,2018-10-31T12:28:22Z
theRadBrad,"I thought I saw all the game physics with the snow in the beginning and the water along the way. But now this dust town has convinced me, seeing the dust flow by. BEST GAME OF THE YEAR!",2018-10-31T17:59:42Z
theRadBrad,brad clearly doesn’t read the comments because he would know how to use dead eye at this point,2018-10-31T13:14:09Z
theRadBrad,"MORE!!! POST MORE!!! DROP ALL THE LIKES! I&#39;ve been watching you for years man, i never really commented much or anything. I just put it on full screen and enjoy it. I watch you and Sips, and a few more i watch on and off. But generally both of yous are the guys to watch for gaming. One observation i want to ask you about, ok so you use inverted controls. Up is down, down is up. What was your first game that you ever played? Was it by any chance a fighter jet game of any kind? Like flying? Because you use the basic logic behind controlling an aircraft&#39;s joy stick. You pull the stick towards you to bring the aircraft up. My thoughts are that maybe one of your first ever games was a flying one. But if that is not true and you have not played many games based on flying at all... Maybe you should try one out, as for my observation i would guess that you would be naturally good at them.",2018-10-31T17:56:46Z
theRadBrad,I would like to see more videos from you if that&#39;s possible. I dont personally dont think its spamming at all. I pretty much been watching your videos for a couple years now. I always enjoyed them especially if it&#39;s a game I really like.,2018-10-31T12:16:17Z
theRadBrad,"It took a solid three days in order to watch every part of rdr2. As soon as i watched one episode, another two got uploaded. Got me hooked &lt;3",2018-10-31T14:12:36Z
theRadBrad,Love the vids keep doing what you do!!!,2018-10-31T23:53:59Z
theRadBrad,Thank you for uploading brad you are awesome,2018-10-31T12:46:10Z
theRadBrad,"<a href=""https://www.youtube.com/watch?v=lSBUneLMvrE&amp;t=6m45s"">6:45</a>. Are you kidding? Robbing the Robbers! My favourite line",2018-11-03T06:37:56Z
theRadBrad,Ur doing awesome brad keep going but like the others said don’t forgot when in dead eye just like the first game use r1to paint the targets then let go an he will kill em all automatically love u Man U do great work,2018-10-31T13:41:09Z
theRadBrad,one of my favorite youtubers <br>keep doing what you do,2018-10-31T12:49:49Z
theRadBrad,"<a href=""https://www.youtube.com/watch?v=lSBUneLMvrE&amp;t=2m26s"">2:26</a> Brad makes a statement about Micha and Trevor....<br><b>Has an idea if Micha is related to trevor...if he&#39;s his ancestor</b>",2018-11-24T19:31:17Z
theRadBrad,"Just finished part 27 , how covinient!!",2018-10-31T13:39:53Z
theRadBrad,Thanks very much for uploading those videos. Keep it up.,2018-10-31T15:29:30Z
theRadBrad,"Might not effect your bonding, but I&#39;d say your horse is likely ore than a little pissed at the way you treat it and the fact you leave a pile of skins on his ass for days upon days without doing anything about it. I&#39;d mention dead eye, but what&#39;s the point everyone else has and you still haven&#39;t seen those. Odd when you say you read comments.",2018-10-31T15:33:00Z
theRadBrad,Man I love this game so much. I’m actually ahead of your videos for once lol,2018-10-31T19:31:10Z
theRadBrad,Keep them going man 💪👊,2018-10-31T12:20:29Z
theRadBrad,"Brad has been gaming too long to not be getting more views than he does.  IMHO, he has to play through so many games to make money instead of playing fewer games but higher quality play through.<br><br>I like Brad and I think most people offering suggestions do too.  If Brad just listening to what was going on in the game (camp, NPCs say to Arthur, etc.) I bet his view counts would rise because the quality of the play through would be so much higher.",2018-10-31T19:04:00Z
theRadBrad,Almost 10M Subscribers Brad! You have come a long way!,2018-11-02T02:51:18Z
theRadBrad,"when i played this game, i feel like i need to really apriciate life cuz its so beautiful you know 😌",2018-10-31T12:55:26Z
theRadBrad,Oh and Brad if you feed the horse food the heart in the ring fills up they call it the core health the outter ring helps fill the core but when the core depletes you die i hope you understand what I mean love the videos man thank you foruploading them,2018-10-31T13:10:14Z
theRadBrad,"I’ve been watching from the start, and there is a few things that’s are reeeaaaallllyyy annoying me;<br>- Everytime you use chewing tobacco it’s draining the amount of dead eye you can use<br>- fast travel is on a map on the side of your home cart<br>- use your face mask when you commit a crime<br>- also, donate to the camp fund and you can upgrade parts and the people in the camp stop making comments at you.<br><br>Great series though, absolutely hooked and such a fantastic game!",2018-10-31T12:44:37Z
theRadBrad,"As a helpful tip,you can see body&#39;s that you haven&#39;t checked or animals that you haven&#39;t skinned yet by the black marks on you mini map in the corner",2018-10-31T14:27:34Z
theRadBrad,"I love your vids, keep it up",2018-10-31T12:03:04Z
theRadBrad,Anyone else thinking his horse is getting faster the more he plays,2018-10-31T13:34:07Z
theRadBrad,&quot;My horse is only level 3 bonding.. not sure what&#39;s up&quot;  You have had pelts on the horse for probably a month.  You&#39;ve done nothing for the health of your character or the horse.,2018-11-13T00:31:27Z
theRadBrad,Dam Brad I&#39;m getting ready for school and you drop this how could this day get any better,2018-10-31T12:14:57Z
theRadBrad,"Yhay a new one! <br>Yes more everday anyday!🤩❤️<br>And happy hallow’s eve!<br><br>I know you love your horse but when you have time, can you take a look on the new stable? 🤩😍",2018-10-31T12:05:57Z
theRadBrad,I&#39;m hella late so I can watch the series without having to wait that much :),2018-10-31T12:05:38Z
theRadBrad,brad dead eye is more effective when painting (pressing R1) multiple targets,2018-10-31T12:09:55Z
theRadBrad,Hey brad good vids keep it up brother been watching for a while gg,2018-10-31T12:02:34Z
theRadBrad,Favorite line. Morgan: why does every job end in dead body with you..loving this series,2018-11-06T00:09:50Z
theRadBrad,I felt like brad whenever I went to see if he uploaded the next part and it just appeared on my phone and I said “How convenient” 😂😂,2018-10-31T12:06:17Z
theRadBrad,i like how brad doesn&#39;t know he&#39;s got animal skin on his horse,2023-03-05T17:39:22Z
theRadBrad,"Everyone remember he is already in chapter 4, maybe in sooner episodes he will know how to use dead eye. These videos are recorded and he waits couple hours before making them public.",2018-10-31T21:02:39Z
theRadBrad,The ending is sad but really good,2018-10-31T15:28:48Z
theRadBrad,One of the best traits of Arthur is that he isn&#39;t racist he actually rants at the kkk leader in meeting where one person gets lit ablaze and everyone flees he rants at the leader if you punch him and knock him out its so cool how he isn&#39;t racist and is accepting of all races and it shows when you return Jeremiah&#39;s things and you find out he was a slave trader and he just burns his ledgar while saying his(Jeremiah) legacy should be one of the few that should be burned and forgotten considering he sold slaves to others and Arthur hated that,2020-07-26T21:12:13Z
theRadBrad,"Man, people can complain about how you&#39;re using Dead Eye, but god dang are you nailing out the kills with it regardless",2018-10-31T12:16:22Z
theRadBrad,&quot;I wanted to start things off and say uh... I don&#39;t know why there&#39;s flies over me&quot;,2018-11-01T19:11:37Z
theRadBrad,"Those gunshots, so satisfying. 😍",2018-10-31T13:38:19Z
theRadBrad,"<a href=""https://www.youtube.com/watch?v=lSBUneLMvrE&amp;t=0m41s"">0:41</a> Did anyone else notices a creepy face on the left side of the rock",2019-01-25T01:25:40Z
theRadBrad,Somebody should make a montage of brad crashing his horse 😂,2018-10-31T15:04:06Z
theRadBrad,welldone Radbrad keep it on.,2018-10-31T12:33:58Z
theRadBrad,Tip on horse bonding: hitch them. I don&#39;t now why but it helps increase your bonding level.,2018-10-31T16:38:53Z
theRadBrad,"Brad, for gods sake you&#39;re suppoused to lock onto multiple targets in dead eye :)",2018-10-31T13:35:25Z
theRadBrad,how am i gonna watch the entire series with pleasure if Brad still using Dead Eye like that?,2018-11-04T12:06:39Z
theRadBrad,"Brad: &quot;I actually feel like I&#39;m in complete control with my character right now on this.&quot;
*hits a bunch of people - they go flying*
*Brad sings*
That just cracked me the hell up.",2012-09-25T01:47:19Z
