,Youtuber,Comments,Word Count,Char Length,Polarity Scores,Emotion
1072,Techno Gamerz,link kam nahi kar raha hai,6,26,"{'roberta_neg': 0.1633996, 'roberta_neu': 0.7280336, 'roberta_pos': 0.108566776}",1
1073,Techno Gamerz,oh thank goodness sanhok map,5,28,"{'roberta_neg': 0.004040978, 'roberta_neu': 0.104545005, 'roberta_pos': 0.89141405}",2
1074,Techno Gamerz,bhi 0140 update game lagging much 1gb ram,8,41,"{'roberta_neg': 0.6160631, 'roberta_neu': 0.35992727, 'roberta_pos': 0.024009686}",0
1075,Techno Gamerz,sir hamere phone nhai aya hai update 012 wala chau hai koi update ka nahi aya hai kal ne delete kar ke install kiya hu fer updated nhai aya hai,30,143,"{'roberta_neg': 0.24271482, 'roberta_neu': 0.71892756, 'roberta_pos': 0.038357567}",1
1076,Techno Gamerz,mere phone mein update thk se chal nhi rha game lag ho rha h buht landing k waqt jahz se nikalny ka option nhi show hota aksar😕😕,27,128,"{'roberta_neg': 0.54464966, 'roberta_neu': 0.43298203, 'roberta_pos': 0.022368295}",0
1077,Techno Gamerz,bhai server select krne wala option bhi gayb hai ab hm sb ek hi server pr khelenge,17,82,"{'roberta_neg': 0.1189992, 'roberta_neu': 0.8413712, 'roberta_pos': 0.039629657}",1
1078,Techno Gamerz,new update lag kartaha,4,22,"{'roberta_neg': 0.101245366, 'roberta_neu': 0.841011, 'roberta_pos': 0.057743672}",1
1079,Techno Gamerz,thnks bhai,2,10,"{'roberta_neg': 0.13639513, 'roberta_neu': 0.66145974, 'roberta_pos': 0.20214513}",1
1081,Techno Gamerz,bhai abhi storage problem ka solution batao need,8,48,"{'roberta_neg': 0.25858793, 'roberta_neu': 0.7114301, 'roberta_pos': 0.029981919}",1
1082,Techno Gamerz,bhai emotes free,3,16,"{'roberta_neg': 0.03634769, 'roberta_neu': 0.77724797, 'roberta_pos': 0.18640435}",1
1084,Techno Gamerz,wp new season kab aayega,5,24,"{'roberta_neg': 0.1047257, 'roberta_neu': 0.7770297, 'roberta_pos': 0.11824465}",1
1085,Techno Gamerz,mujhe rename card nhi mila uska koi solution kya😭😭😭😭😭😭😭😭,9,56,"{'roberta_neg': 0.80904365, 'roberta_neu': 0.18035677, 'roberta_pos': 0.010599522}",0
1086,Techno Gamerz,play hd graphics pubg lite 0140 graphics low ak video banao bhai,12,64,"{'roberta_neg': 0.10550227, 'roberta_neu': 0.85458535, 'roberta_pos': 0.03991243}",1
1087,Techno Gamerz,iss update m24 hai kya,5,22,"{'roberta_neg': 0.111297786, 'roberta_neu': 0.8007454, 'roberta_pos': 0.08795679}",1
1088,Techno Gamerz,mera update nahi horai,4,22,"{'roberta_neg': 0.10772147, 'roberta_neu': 0.80848235, 'roberta_pos': 0.08379614}",1
1089,Techno Gamerz,tdm beta mode kab aayega,5,24,"{'roberta_neg': 0.1861028, 'roberta_neu': 0.728616, 'roberta_pos': 0.08528116}",1
1090,Techno Gamerz,bhai server change ka option kahan per hai,8,42,"{'roberta_neg': 0.16196173, 'roberta_neu': 0.7989078, 'roberta_pos': 0.039130416}",1
1091,Techno Gamerz,bhi mere playstore bata rha hai download pubg mobile lite open karne ke bad lika ata hai area register please help bro,22,118,"{'roberta_neg': 0.12182036, 'roberta_neu': 0.78223795, 'roberta_pos': 0.095941655}",1
1092,Techno Gamerz,bhai beta verison kase download kru,6,35,"{'roberta_neg': 0.11006245, 'roberta_neu': 0.8270024, 'roberta_pos': 0.06293516}",1
1093,Techno Gamerz,meane update ker leya map nhe hae,7,33,"{'roberta_neg': 0.09782721, 'roberta_neu': 0.833018, 'roberta_pos': 0.069154784}",1
1094,Techno Gamerz,sanhok 😢😢😢,2,10,"{'roberta_neg': 0.8397933, 'roberta_neu': 0.14523968, 'roberta_pos': 0.01496705}",0
1095,Techno Gamerz,sanhok map 😢,3,12,"{'roberta_neg': 0.69367784, 'roberta_neu': 0.27854097, 'roberta_pos': 0.027781216}",0
1096,Techno Gamerz,kab aaga,2,8,"{'roberta_neg': 0.23511206, 'roberta_neu': 0.57754356, 'roberta_pos': 0.18734433}",1
1097,Techno Gamerz,mic push talk,3,13,"{'roberta_neg': 0.17293155, 'roberta_neu': 0.75214314, 'roberta_pos': 0.07492536}",1
1098,Techno Gamerz,bhai mera update marne ke bat mera damage low hogaya plzz batow kya karu,14,72,"{'roberta_neg': 0.15705062, 'roberta_neu': 0.80285645, 'roberta_pos': 0.04009295}",1
1099,Techno Gamerz,neo mere phone beta unlock nahi hai coming soon rha hai brbrmy mobile 6a,14,72,"{'roberta_neg': 0.013765333, 'roberta_neu': 0.8621412, 'roberta_pos': 0.12409346}",1
1100,Techno Gamerz,beta mode kese layengy,4,22,"{'roberta_neg': 0.16694954, 'roberta_neu': 0.73602134, 'roberta_pos': 0.09702917}",1
1101,Techno Gamerz,kitne mb update bro batao,5,25,"{'roberta_neg': 0.10646669, 'roberta_neu': 0.79691017, 'roberta_pos': 0.09662308}",1
1102,Techno Gamerz,muje hee problem,3,16,"{'roberta_neg': 0.35010108, 'roberta_neu': 0.5869649, 'roberta_pos': 0.06293402}",1
1103,Techno Gamerz,legend born 🔥🔥,3,14,"{'roberta_neg': 0.013016567, 'roberta_neu': 0.19872744, 'roberta_pos': 0.78825605}",2
1104,Techno Gamerz,game work phone ram 1gb please tell fast😢,8,41,"{'roberta_neg': 0.5181995, 'roberta_neu': 0.42516676, 'roberta_pos': 0.05663374}",0
1106,Techno Gamerz,bhai ess game 512 mb may challehga,7,34,"{'roberta_neg': 0.1001819, 'roberta_neu': 0.81841046, 'roberta_pos': 0.08140771}",1
1107,Techno Gamerz,india chalega kya,3,17,"{'roberta_neg': 0.22838928, 'roberta_neu': 0.5907114, 'roberta_pos': 0.1808993}",1
1108,Techno Gamerz,size kay,2,8,"{'roberta_neg': 0.18256947, 'roberta_neu': 0.58932865, 'roberta_pos': 0.22810188}",1
1109,Techno Gamerz,website opening,2,15,"{'roberta_neg': 0.09178057, 'roberta_neu': 0.7711927, 'roberta_pos': 0.1370267}",1
1110,Techno Gamerz,redmi go chal nai pa raha hai,7,29,"{'roberta_neg': 0.12473431, 'roberta_neu': 0.779662, 'roberta_pos': 0.095603704}",1
1111,Techno Gamerz,ye online hai kya,4,17,"{'roberta_neg': 0.20953724, 'roberta_neu': 0.61088586, 'roberta_pos': 0.17957689}",1
1112,Techno Gamerz,bhai highly compress games bhi le ao,7,36,"{'roberta_neg': 0.12372567, 'roberta_neu': 0.7882644, 'roberta_pos': 0.088009916}",1
1113,Techno Gamerz,mast 🤩,2,6,"{'roberta_neg': 0.0072967843, 'roberta_neu': 0.09126008, 'roberta_pos': 0.9014431}",2
1114,Techno Gamerz,download getting,2,16,"{'roberta_neg': 0.23958477, 'roberta_neu': 0.56554544, 'roberta_pos': 0.19486979}",1
1116,Techno Gamerz,download,1,8,"{'roberta_neg': 0.19140357, 'roberta_neu': 0.5894675, 'roberta_pos': 0.2191289}",1
1117,Techno Gamerz,change controls,2,15,"{'roberta_neg': 0.23375253, 'roberta_neu': 0.6848402, 'roberta_pos': 0.081407286}",1
1119,Techno Gamerz,bhai aap tekken 7 game kese download kare batao,9,47,"{'roberta_neg': 0.09994095, 'roberta_neu': 0.8553674, 'roberta_pos': 0.044691674}",1
1120,Techno Gamerz,play squad,2,10,"{'roberta_neg': 0.14479285, 'roberta_neu': 0.65048033, 'roberta_pos': 0.20472679}",1
1121,Techno Gamerz,par update nahi ho raha hai,6,27,"{'roberta_neg': 0.09352877, 'roberta_neu': 0.81096935, 'roberta_pos': 0.095501855}",1
1122,Techno Gamerz,ae game kese download kare,5,26,"{'roberta_neg': 0.15865958, 'roberta_neu': 0.7557433, 'roberta_pos': 0.085597135}",1
1123,Techno Gamerz,maine ise khla h,4,16,"{'roberta_neg': 0.13049038, 'roberta_neu': 0.78731185, 'roberta_pos': 0.082197785}",1
1124,Techno Gamerz,aaareee bhai download nahi ho raha,6,34,"{'roberta_neg': 0.11820468, 'roberta_neu': 0.80601305, 'roberta_pos': 0.075782284}",1
1125,Techno Gamerz,hi,1,2,"{'roberta_neg': 0.2045117, 'roberta_neu': 0.55214864, 'roberta_pos': 0.24333966}",1
1126,Techno Gamerz,free fired sa a66a nahihaa,5,26,"{'roberta_neg': 0.14249383, 'roberta_neu': 0.7781437, 'roberta_pos': 0.079362445}",1
1127,Techno Gamerz,bhi ride se related video lao,6,29,"{'roberta_neg': 0.08554991, 'roberta_neu': 0.8409838, 'roberta_pos': 0.073466286}",1
1128,Techno Gamerz,ride heroes vs free fire,5,24,"{'roberta_neg': 0.04550888, 'roberta_neu': 0.80227315, 'roberta_pos': 0.15221803}",1
1129,Techno Gamerz,mere mobile ka ram 1gb phir bhi knives mere mobile pe nehi chalraha knives keep dropping likh raha,18,98,"{'roberta_neg': 0.67404336, 'roberta_neu': 0.31268963, 'roberta_pos': 0.013266983}",0
1130,Techno Gamerz,game ko install karise karenge,5,30,"{'roberta_neg': 0.15797587, 'roberta_neu': 0.77529186, 'roberta_pos': 0.06673229}",1
1132,Techno Gamerz,fortnite jaisa hai😁,3,19,"{'roberta_neg': 0.0049283714, 'roberta_neu': 0.3418932, 'roberta_pos': 0.65317845}",2
1133,Techno Gamerz,opppp,1,5,"{'roberta_neg': 0.28977212, 'roberta_neu': 0.52912176, 'roberta_pos': 0.18110609}",1
1134,Techno Gamerz,ye pc ka game hai moba pe aya hai,9,33,"{'roberta_neg': 0.15429337, 'roberta_neu': 0.737611, 'roberta_pos': 0.108095594}",1
1135,Techno Gamerz,pubg 1 gb ram chalta ha kya,7,27,"{'roberta_neg': 0.16523601, 'roberta_neu': 0.7374039, 'roberta_pos': 0.09736006}",1
1136,Techno Gamerz,good game ha bro,4,16,"{'roberta_neg': 0.004217263, 'roberta_neu': 0.06764356, 'roberta_pos': 0.92813915}",2
1137,Techno Gamerz,,0,0,"{'roberta_neg': 0.2582943, 'roberta_neu': 0.4512724, 'roberta_pos': 0.29043332}",1
1138,Techno Gamerz,watching 20,2,11,"{'roberta_neg': 0.08239473, 'roberta_neu': 0.7663957, 'roberta_pos': 0.15120956}",1
1139,Techno Gamerz,kon kon se guns isme,5,20,"{'roberta_neg': 0.19138035, 'roberta_neu': 0.7219793, 'roberta_pos': 0.08664026}",1
1140,Techno Gamerz,comparn puhg,2,12,"{'roberta_neg': 0.36262065, 'roberta_neu': 0.553029, 'roberta_pos': 0.084350355}",1
1141,Techno Gamerz,bhote achchha hai didi ji,5,25,"{'roberta_neg': 0.15050842, 'roberta_neu': 0.74806803, 'roberta_pos': 0.10142353}",1
1142,Techno Gamerz,bhai koi aisa game per video banao jo pura pubg jesa hoaur vo 1 gb net data tak ka ho,20,85,"{'roberta_neg': 0.10492691, 'roberta_neu': 0.851319, 'roberta_pos': 0.04375408}",1
1143,Techno Gamerz,game lagging,2,12,"{'roberta_neg': 0.67648, 'roberta_neu': 0.29222068, 'roberta_pos': 0.031299345}",0
1144,Techno Gamerz,iska comparison call duty mobile ki saat,7,40,"{'roberta_neg': 0.12534124, 'roberta_neu': 0.79998404, 'roberta_pos': 0.07467477}",1
1145,Techno Gamerz,good game,2,9,"{'roberta_neg': 0.008486062, 'roberta_neu': 0.064623386, 'roberta_pos': 0.92689055}",2
1146,Techno Gamerz,play cyber hunter plz,4,21,"{'roberta_neg': 0.040421106, 'roberta_neu': 0.85180795, 'roberta_pos': 0.10777102}",1
1147,Techno Gamerz,working 1gb ram,3,15,"{'roberta_neg': 0.07607792, 'roberta_neu': 0.8209585, 'roberta_pos': 0.10296365}",1
1148,Techno Gamerz,es game ka kya nam hai,6,22,"{'roberta_neg': 0.1819785, 'roberta_neu': 0.69422907, 'roberta_pos': 0.12379245}",1
1149,Techno Gamerz,plz play,2,8,"{'roberta_neg': 0.044091776, 'roberta_neu': 0.7726606, 'roberta_pos': 0.18324761}",1
1150,Techno Gamerz,update karne ko bolra play play coming soon bolra,9,49,"{'roberta_neg': 0.016621506, 'roberta_neu': 0.9332155, 'roberta_pos': 0.050162897}",1
1151,Techno Gamerz,call duty vs,3,12,"{'roberta_neg': 0.19249064, 'roberta_neu': 0.74662703, 'roberta_pos': 0.060882304}",1
1152,Techno Gamerz,bhai aisa game lekar aao jo pubg free fire ko takkar de,12,55,"{'roberta_neg': 0.10291418, 'roberta_neu': 0.82713974, 'roberta_pos': 0.06994617}",1
1154,Techno Gamerz,let39s take moment appreciate much effort puts content us ❤,10,59,"{'roberta_neg': 0.0030980536, 'roberta_neu': 0.06410745, 'roberta_pos': 0.9327945}",2
1155,Techno Gamerz,imagine ishowspeed played brrather speeds last day setup last day 😂😂😂,11,69,"{'roberta_neg': 0.057861947, 'roberta_neu': 0.7434925, 'roberta_pos': 0.1986456}",1
1156,Techno Gamerz,stomach paining watching can39t stop laughing,6,45,"{'roberta_neg': 0.15151635, 'roberta_neu': 0.25580123, 'roberta_pos': 0.5926824}",2
1157,Techno Gamerz,mai ye soch rha hu ki mai game playing dekh rha hu ya stand comedy 😂🤣,16,69,"{'roberta_neg': 0.15644929, 'roberta_neu': 0.72433263, 'roberta_pos': 0.11921812}",1
1158,Techno Gamerz,game almost impossible play ujjwal bhai legend player that39s able play pass game salute ujjwal bhai 🙏 😀😃♥️,18,107,"{'roberta_neg': 0.009057622, 'roberta_neu': 0.116440974, 'roberta_pos': 0.87450147}",2
1160,Techno Gamerz,bro laughed time moves,4,22,"{'roberta_neg': 0.11089785, 'roberta_neu': 0.75313836, 'roberta_pos': 0.13596374}",1
1163,Techno Gamerz,can39t contorl laugh said yeh yoga ka kon sa assan h bhai 😂,13,59,"{'roberta_neg': 0.15940729, 'roberta_neu': 0.6791801, 'roberta_pos': 0.16141266}",1
1164,Techno Gamerz,would playing game won’t win would already leave go away ujjwal bhai 💜 congrats brother 🖤💰,16,90,"{'roberta_neg': 0.05135498, 'roberta_neu': 0.33546603, 'roberta_pos': 0.613179}",2
1165,Techno Gamerz,every word made laugh 😂🤣🤣🤣🤣 literally legend ❤️🤣,8,48,"{'roberta_neg': 0.0040335683, 'roberta_neu': 0.029483316, 'roberta_pos': 0.9664832}",2
1166,Techno Gamerz,ujjwal great guy 🙂❤️,4,20,"{'roberta_neg': 0.0016994003, 'roberta_neu': 0.022612365, 'roberta_pos': 0.9756882}",2
1167,Techno Gamerz,man proved entertain us without abuses,6,38,"{'roberta_neg': 0.063524745, 'roberta_neu': 0.65772617, 'roberta_pos': 0.27874905}",1
1168,Techno Gamerz,laughed like mad watching ups bro love solapur 💗,9,48,"{'roberta_neg': 0.0022044245, 'roberta_neu': 0.015944464, 'roberta_pos': 0.9818511}",2
1169,Techno Gamerz,bhai can39t stop laughing 😂😂😂 real legend 🤣,8,43,"{'roberta_neg': 0.044183355, 'roberta_neu': 0.21189266, 'roberta_pos': 0.74392396}",2
1170,Techno Gamerz,laughs uijwal saya gareeb hi theek hu 😅🤣🤣🤣🤣😂,8,44,"{'roberta_neg': 0.11746134, 'roberta_neu': 0.5525892, 'roberta_pos': 0.3299495}",1
1172,Techno Gamerz,funniest gameplay 😂😂😂,3,21,"{'roberta_neg': 0.013026694, 'roberta_neu': 0.11509308, 'roberta_pos': 0.87188023}",2
1174,Techno Gamerz,😂😂😂 funny bro 😂😂😂,4,17,"{'roberta_neg': 0.05540799, 'roberta_neu': 0.2804857, 'roberta_pos': 0.6641063}",2
1175,Techno Gamerz,ujjwal found new positions 😂,5,28,"{'roberta_neg': 0.03852715, 'roberta_neu': 0.751728, 'roberta_pos': 0.20974487}",1
1176,Techno Gamerz,fun fact first episode 1 hour imagine great series be🥰❣️💥✌️,10,59,"{'roberta_neg': 0.0012118047, 'roberta_neu': 0.010454238, 'roberta_pos': 0.98833394}",2
1178,Techno Gamerz,bro toke several business days woke 😂,7,37,"{'roberta_neg': 0.03796021, 'roberta_neu': 0.77897507, 'roberta_pos': 0.18306473}",1
1179,Techno Gamerz,ujjwal ji💟you always work hard videos truly put much effort । lv way u represent vdo,16,84,"{'roberta_neg': 0.005862173, 'roberta_neu': 0.148543, 'roberta_pos': 0.8455949}",2
1180,Techno Gamerz,hy techno 😅,3,11,"{'roberta_neg': 0.03904717, 'roberta_neu': 0.6009887, 'roberta_pos': 0.35996413}",1
1181,Techno Gamerz,best chor year award goes ujjwal bhai 🤣🤜🏻🤛🏻,8,43,"{'roberta_neg': 0.0063185263, 'roberta_neu': 0.1270662, 'roberta_pos': 0.8666153}",2
1182,Techno Gamerz,90 comment like never fails make us laughhis content never disappoint us🥰🥰🥰,12,75,"{'roberta_neg': 0.0024081916, 'roberta_neu': 0.013502741, 'roberta_pos': 0.984089}",2
1183,Techno Gamerz,laughs ujjwal says gareeb hi theek hu 😂😂,8,40,"{'roberta_neg': 0.15540707, 'roberta_neu': 0.7286505, 'roberta_pos': 0.11594237}",1
1184,Techno Gamerz,gas station simulator gameplay la de bhai,7,41,"{'roberta_neg': 0.12356763, 'roberta_neu': 0.830457, 'roberta_pos': 0.04597532}",1
1186,Techno Gamerz,can39t control laughs,3,21,"{'roberta_neg': 0.65180916, 'roberta_neu': 0.2970263, 'roberta_pos': 0.051164515}",0
1187,Techno Gamerz,golden days used get 1 gta episode every week 😢,10,47,"{'roberta_neg': 0.6536772, 'roberta_neu': 0.3149158, 'roberta_pos': 0.03140695}",0
1188,Techno Gamerz,lets take moment appreciate much effort put contact us ♥,10,56,"{'roberta_neg': 0.003052857, 'roberta_neu': 0.069335625, 'roberta_pos': 0.92761153}",2
1189,Techno Gamerz,one funniest game ever still laughing badly 🤣,8,45,"{'roberta_neg': 0.031004349, 'roberta_neu': 0.09595857, 'roberta_pos': 0.87303704}",2
1190,Techno Gamerz,big fan ap ke reaction 😂😂😂😂,6,27,"{'roberta_neg': 0.03805519, 'roberta_neu': 0.43026492, 'roberta_pos': 0.5316799}",2
1191,Techno Gamerz,anyone observed took 70 min get diamond respect,8,47,"{'roberta_neg': 0.14553955, 'roberta_neu': 0.8015254, 'roberta_pos': 0.052935045}",1
1192,Techno Gamerz,love videos ujjwal brother really want meet,7,43,"{'roberta_neg': 0.0027678874, 'roberta_neu': 0.07772644, 'roberta_pos': 0.91950566}",2
1193,Techno Gamerz,true fact 95 people forget ending last episode bsurprise b,10,58,"{'roberta_neg': 0.12716778, 'roberta_neu': 0.5920358, 'roberta_pos': 0.2807964}",1
1195,Techno Gamerz,looks like sleeping foorbr😂😂😂😂,4,30,"{'roberta_neg': 0.2812818, 'roberta_neu': 0.56455123, 'roberta_pos': 0.15416701}",1
1197,Techno Gamerz,hastey hastey din chale gaye 🤣 ujjwal bhai ka reaction dekhkar bahut jyada hansi raha hai 🤣,17,91,"{'roberta_neg': 0.22308412, 'roberta_neu': 0.70678365, 'roberta_pos': 0.07013223}",1
1198,Techno Gamerz,game sounds fun,3,15,"{'roberta_neg': 0.0033247317, 'roberta_neu': 0.032938875, 'roberta_pos': 0.96373636}",2
1200,Techno Gamerz,legend like restart game chor,5,29,"{'roberta_neg': 0.13608223, 'roberta_neu': 0.77240956, 'roberta_pos': 0.09150828}",1
1201,Techno Gamerz,game name plzz 😅,4,16,"{'roberta_neg': 0.026948651, 'roberta_neu': 0.64728934, 'roberta_pos': 0.32576197}",1
1203,Techno Gamerz,way tells jokes playing horror games keep afraid😂,8,49,"{'roberta_neg': 0.40256205, 'roberta_neu': 0.51500493, 'roberta_pos': 0.08243297}",1
1204,Techno Gamerz,chemistry ujjwal bro horror games never end😂😂,7,45,"{'roberta_neg': 0.3413036, 'roberta_neu': 0.53906953, 'roberta_pos': 0.11962692}",1
1208,Techno Gamerz,always make horror games funny 🤣,6,32,"{'roberta_neg': 0.07433357, 'roberta_neu': 0.31587318, 'roberta_pos': 0.6097932}",2
1210,Techno Gamerz,golden days used get 1 gta video every week 😥,10,45,"{'roberta_neg': 0.41706568, 'roberta_neu': 0.5356594, 'roberta_pos': 0.04727498}",1
1211,Techno Gamerz,blet39s take moment appreciate much effort puts content us ❤️🥀b,10,63,"{'roberta_neg': 0.0019303919, 'roberta_neu': 0.042193353, 'roberta_pos': 0.9558763}",2
1212,Techno Gamerz,used see carryslive 😂💙 brnow excited 😂💙,7,39,"{'roberta_neg': 0.0011844714, 'roberta_neu': 0.017832775, 'roberta_pos': 0.9809827}",2
